"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1551.02,,,,,,,,,,,,,,,,,39.21568627,19.60784314,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1567,,,,,,,,,,,,8.620689655,,,17.24137931,17.24137931,17.24137931,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1571.01,,9.523809524,,,,9.523809524,,,9.523809524,19.04761905,,,,,,19.04761905,19.04761905,28.57142857,9.523809524,9.523809524
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1571.02,,,,,,28.57142857,14.28571429,,,14.28571429,,28.57142857,,14.28571429,,28.57142857,100,42.85714286,14.28571429,14.28571429
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1579.01,,,,,19.23076923,,,,,,,,19.23076923,,,,19.23076923,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1579.03,,,,15.625,15.625,,,,,,,,,,31.25,46.875,31.25,,31.25,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1617,10.98901099,,,,,10.98901099,,10.98901099,,21.97802198,,10.98901099,10.98901099,,10.98901099,10.98901099,32.96703297,32.96703297,,10.98901099
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Queens 1621,5.291005291,,,5.291005291,21.16402116,,10.58201058,,5.291005291,,10.58201058,15.87301587,15.87301587,10.58201058,26.45502646,52.91005291,84.65608466,58.2010582,26.45502646,15.87301587
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 3,,,,,,,,,32.25806452,,,,,,161.2903226,32.25806452,,32.25806452,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 6,,,,,,,,7.575757576,,7.575757576,,7.575757576,,,,15.15151515,30.3030303,30.3030303,37.87878788,7.575757576
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 7,32.25806452,,,,,,,,,10.75268817,,21.50537634,,10.75268817,21.50537634,43.01075269,10.75268817,21.50537634,10.75268817,10.75268817
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 8,47.61904762,,,,,,,6.802721088,13.60544218,6.802721088,,13.60544218,13.60544218,13.60544218,34.01360544,61.2244898,68.02721088,74.82993197,27.21088435,6.802721088
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 9,19.23076923,,,,,,,19.23076923,28.84615385,48.07692308,19.23076923,19.23076923,9.615384615,38.46153846,86.53846154,57.69230769,86.53846154,67.30769231,76.92307692,48.07692308
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 11,24,,,,,,,48,96,72,32,64,56,64,184,160,200,128,128,40
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 17,13.15789474,,,,,,,,26.31578947,13.15789474,13.15789474,26.31578947,26.31578947,,52.63157895,65.78947368,52.63157895,,39.47368421,26.31578947
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 20.01,,,,,,,,,15.38461538,,,,30.76923077,15.38461538,,30.76923077,15.38461538,30.76923077,,30.76923077
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 20.02,,,,,,,,9.708737864,19.41747573,9.708737864,9.708737864,,,19.41747573,9.708737864,58.25242718,48.54368932,19.41747573,9.708737864,9.708737864
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 21,43.10344828,,,,,,,17.24137931,8.620689655,86.20689655,43.10344828,94.82758621,60.34482759,60.34482759,51.72413793,163.7931034,181.0344828,112.0689655,77.5862069,34.48275862
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 27,,,,,,,,61.53846154,15.38461538,76.92307692,30.76923077,30.76923077,30.76923077,15.38461538,46.15384615,61.53846154,30.76923077,76.92307692,46.15384615,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 29,18.86792453,,,,,,,84.90566038,94.33962264,18.86792453,113.2075472,56.60377358,28.30188679,84.90566038,150.9433962,150.9433962,160.3773585,113.2075472,94.33962264,56.60377358
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 33,28.57142857,,,,,,,21.42857143,21.42857143,21.42857143,35.71428571,7.142857143,7.142857143,,64.28571429,71.42857143,57.14285714,128.5714286,35.71428571,14.28571429
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 36,28.16901408,,,,,,,28.16901408,28.16901408,28.16901408,14.08450704,42.25352113,56.33802817,28.16901408,42.25352113,56.33802817,,28.16901408,70.42253521,56.33802817
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 40,37.97468354,,,,,,,,12.65822785,37.97468354,75.94936709,37.97468354,37.97468354,25.3164557,63.29113924,88.60759494,126.5822785,50.63291139,25.3164557,12.65822785
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 47,,,,,,,,19.04761905,9.523809524,9.523809524,9.523809524,,,47.61904762,19.04761905,19.04761905,28.57142857,28.57142857,9.523809524,9.523809524
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 50,,,,,,,,,35.71428571,,17.85714286,,17.85714286,,,17.85714286,35.71428571,17.85714286,,17.85714286
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 59,,,,,,,,,26.31578947,,39.47368421,13.15789474,,,13.15789474,26.31578947,39.47368421,13.15789474,26.31578947,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 64,,,,,,,,,,,,,,,,27.77777778,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 65,10.98901099,,,,,,,,10.98901099,,10.98901099,21.97802198,,10.98901099,32.96703297,32.96703297,43.95604396,,10.98901099,10.98901099
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 70,8.620689655,,,,,,,8.620689655,17.24137931,8.620689655,8.620689655,8.620689655,8.620689655,25.86206897,51.72413793,25.86206897,120.6896552,94.82758621,34.48275862,17.24137931
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 74,26.54867257,,,,,,,17.69911504,8.849557522,,,,,17.69911504,35.39823009,17.69911504,17.69911504,53.09734513,17.69911504,8.849557522
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 75,39.21568627,,,,,,,29.41176471,49.01960784,39.21568627,58.82352941,29.41176471,107.8431373,58.82352941,98.03921569,88.23529412,68.62745098,107.8431373,58.82352941,39.21568627
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 77,,,,,,,,,12.82051282,51.28205128,25.64102564,51.28205128,,76.92307692,51.28205128,179.4871795,102.5641026,141.025641,38.46153846,76.92307692
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 81,48,,,,,,,48,16,56,24,64,48,64,88,128,120,48,56,32
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 96.01,9.803921569,,,,,,,,,,,,9.803921569,,,19.60784314,,9.803921569,29.41176471,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 96.02,30,,,,,,,10,,,,,,,30,10,50,40,10,20
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 97,11.11111111,,,,,,,11.11111111,5.555555556,33.33333333,16.66666667,11.11111111,27.77777778,22.22222222,38.88888889,27.77777778,33.33333333,16.66666667,16.66666667,16.66666667
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 105,34.96503497,,,,,,,34.96503497,27.97202797,27.97202797,41.95804196,13.98601399,27.97202797,48.95104895,76.92307692,90.90909091,181.8181818,104.8951049,111.8881119,90.90909091
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 112.01,28.30188679,,,,,,,18.86792453,28.30188679,9.433962264,28.30188679,18.86792453,9.433962264,66.03773585,47.16981132,18.86792453,66.03773585,75.47169811,37.73584906,28.30188679
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 112.02,46.875,,,,,,,46.875,,46.875,46.875,31.25,,15.625,31.25,140.625,62.5,31.25,15.625,15.625
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 114.01,26.31578947,,,,,,,,13.15789474,13.15789474,13.15789474,26.31578947,,,26.31578947,13.15789474,13.15789474,13.15789474,13.15789474,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 114.02,12.5,,,,,,,12.5,,12.5,,25,12.5,12.5,12.5,25,25,12.5,25,25
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 121,,,,,,,,,,,,31.25,,,15.625,,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 122,,,,,,,,,25.97402597,12.98701299,,,12.98701299,,38.96103896,51.94805195,90.90909091,38.96103896,51.94805195,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 125,26.54867257,,,,,,,17.69911504,44.24778761,35.39823009,26.54867257,8.849557522,35.39823009,70.79646018,35.39823009,35.39823009,70.79646018,61.94690265,35.39823009,8.849557522
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 128.03,11.9047619,,,,,,,,5.952380952,5.952380952,,5.952380952,17.85714286,5.952380952,11.9047619,17.85714286,35.71428571,29.76190476,29.76190476,5.952380952
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 128.04,12.5,,,,,,,12.5,12.5,6.25,6.25,,6.25,18.75,18.75,37.5,25,31.25,12.5,12.5
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 132.01,,,,,,,,,,,,,,,,,,21.27659574,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 132.03,32.60869565,,,,,,,,21.73913043,,,21.73913043,,,10.86956522,32.60869565,65.2173913,43.47826087,10.86956522,21.73913043
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 132.04,,,,,,,,11.76470588,,,11.76470588,,,,11.76470588,,23.52941176,58.82352941,23.52941176,23.52941176
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 133.02,23.62204724,,,,,,,70.86614173,31.49606299,70.86614173,39.37007874,31.49606299,15.7480315,47.24409449,94.48818898,102.3622047,165.3543307,86.61417323,31.49606299,47.24409449
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 134,12.19512195,,,,,,,,,24.3902439,24.3902439,24.3902439,12.19512195,12.19512195,,,,48.7804878,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 138,8.474576271,,,,,,,16.94915254,,8.474576271,8.474576271,8.474576271,16.94915254,25.42372881,25.42372881,,16.94915254,25.42372881,16.94915254,8.474576271
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 141,9.433962264,,,,,,,18.86792453,37.73584906,,18.86792453,9.433962264,18.86792453,37.73584906,18.86792453,47.16981132,84.90566038,84.90566038,,9.433962264
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 146.03,14.1509434,,,,,,,14.1509434,4.716981132,23.58490566,14.1509434,14.1509434,18.86792453,18.86792453,9.433962264,37.73584906,28.30188679,47.16981132,18.86792453,9.433962264
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 146.04,5.208333333,,,,,,,,10.41666667,10.41666667,15.625,5.208333333,,,26.04166667,10.41666667,31.25,26.04166667,15.625,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 146.05,15.70680628,,,,,,,10.47120419,5.235602094,,,5.235602094,,5.235602094,,5.235602094,10.47120419,15.70680628,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 146.06,10.52631579,,,,,,,,7.01754386,14.03508772,7.01754386,3.50877193,,3.50877193,,10.52631579,17.54385965,21.05263158,10.52631579,3.50877193
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 147,,,,,,,,,,,,7.352941176,7.352941176,,,7.352941176,14.70588235,14.70588235,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 151,4.545454545,,,,,,,4.545454545,,,4.545454545,9.090909091,9.090909091,13.63636364,4.545454545,4.545454545,22.72727273,13.63636364,9.090909091,4.545454545
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 156.01,8.26446281,,,,,,,8.26446281,24.79338843,,8.26446281,16.52892562,8.26446281,33.05785124,24.79338843,41.32231405,49.58677686,33.05785124,,16.52892562
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 156.02,,,,,,,,22.22222222,22.22222222,,,,,,22.22222222,,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 156.03,9.615384615,,,,,,,9.615384615,9.615384615,9.615384615,28.84615385,,9.615384615,,9.615384615,9.615384615,,19.23076923,,9.615384615
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 169.01,16.94915254,,,,,,,8.474576271,8.474576271,,8.474576271,25.42372881,16.94915254,,,,8.474576271,8.474576271,8.474576271,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 169.02,,,,,,,,,,,,,,,,28.57142857,,,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 170.05,11.62790698,,,,,,,,11.62790698,,29.06976744,34.88372093,11.62790698,17.44186047,11.62790698,17.44186047,46.51162791,40.69767442,11.62790698,11.62790698
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 170.06,15.2284264,,,,,,,5.076142132,10.15228426,15.2284264,30.45685279,30.45685279,15.2284264,15.2284264,45.68527919,25.38071066,35.53299492,45.68527919,20.30456853,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 170.07,9.803921569,,,,,,,,,,9.803921569,,,,,9.803921569,29.41176471,19.60784314,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 170.08,16.48351648,,,,,,,16.48351648,38.46153846,21.97802198,21.97802198,16.48351648,16.48351648,21.97802198,21.97802198,32.96703297,43.95604396,27.47252747,5.494505495,10.98901099
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 170.09,9.523809524,,,,,,,28.57142857,19.04761905,19.04761905,9.523809524,19.04761905,9.523809524,28.57142857,28.57142857,28.57142857,57.14285714,76.19047619,,9.523809524
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Staten Island 170.1,15.2284264,,,,,,,,10.15228426,5.076142132,,10.15228426,10.15228426,20.30456853,10.15228426,15.2284264,30.45685279,35.53299492,15.2284264,15.2284264
