CensusTract,SchoolYear,GradeLevel,Count,LongTract,Zip,NextYearCount,TotalCount,TotalCountByGrade,TotalCountByTract,TotalCountByZip,TotalCountByZipGrade,TotalCountByTractGrade,PrevGradeCount,PrevGradeCountmavg3,PrevGradeCountmavg5,OneYearGrowth,ThreeYearGrowth,OneYearGrowthmavg3,ThreeYearGrowthmavg3,Target,Y,Y2,neighborCount,neighborThreeYearGrowthmavg3,neighborThreeYearGrowth
284,2003,1,35,36047028400,11214,35,16266,2716,186,2721,498,35,32,31,31,0.16667,0,0.157,0,0,0,0,174,0,0
284,2004,1,35,36047028400,11214,34,16081,2667,193,2743,455,35,38,33,33,0,0.52174,0.157,0.17391,-1,0,-1,138,-0.08334,-0.25002
284,2005,1,34,36047028400,11214,44,15892,2676,193,2726,452,34,37,35,33,-0.02857,0.13333,0.04603,0.21836,10,1,1,162,0.61668,2.1
284,2006,1,44,36047028400,11214,38,15737,2707,194,2678,461,44,33,36,34,0.29412,0.25714,0.08852,0.30407,-6,0,-1,150,0.3408,-0.82758
284,2007,1,38,36047028400,11214,34,15258,2639,204,2618,422,38,34,34,34,-0.13636,0.08571,0.04306,0.15873,-4,0,-1,126,0.2502,-0.52176
284,2008,1,34,36047028400,11214,46,15731,2630,208,2631,445,34,38,35,36,-0.10526,0,0.0175,0.11429,12,1,1,180,-0.22758,0.66666
284,2009,1,46,36047028400,11214,47,17855,3389,234,2811,520,46,40,37,36,0.35294,0.04545,0.0371,0.04372,1,1,1,204,0.7683,2.16
284,2010,1,47,36047028400,11214,0,19221,3318,264,3005,514,47,49,42,38,0.02174,0.23684,0.08981,0.0941,-47,0,-1,192,1.98984,3.14286
284,2001,2,38,36047028400,11214,25,16345,2877,177,2616,449,38,23,23,23,0,0,0,0,-13,0,-1,120,0,0
284,2002,2,25,36047028400,11214,26,16334,2880,181,2687,450,25,30,26,26,-0.34211,0,-0.17105,0,1,1,1,162,0,0
284,2003,2,26,36047028400,11214,30,16266,2821,186,2721,490,26,35,29,29,0.04,0,-0.1007,0,4,1,1,108,0,0
284,2004,2,30,36047028400,11214,26,16081,2640,193,2743,473,30,35,33,30,0.15385,-0.21053,-0.04942,-0.07018,-4,0,-1,162,0.70002,2.1
284,2005,2,26,36047028400,11214,31,15892,2651,193,2726,448,26,34,34,31,-0.13333,0.04,0.02017,-0.05684,5,1,1,156,0.62592,-0.22224
284,2006,2,31,36047028400,11214,43,15737,2635,194,2678,437,31,44,37,35,0.19231,0.19231,0.07094,0.00726,12,1,1,126,0.95928,1.00002
284,2007,2,43,36047028400,11214,36,15258,2650,204,2618,436,43,38,38,37,0.3871,0.43333,0.14869,0.22188,-7,0,-1,132,-0.11112,-1.11114
284,2008,2,36,36047028400,11214,33,15731,2627,208,2631,418,36,34,38,37,-0.16279,0.38462,0.13887,0.33675,-3,0,-1,150,-0.11394,-0.23076
284,2009,2,33,36047028400,11214,45,17855,2998,234,2811,477,33,46,39,39,-0.08333,0.06452,0.04699,0.29415,12,1,1,186,0.50508,2.85714
284,2010,2,45,36047028400,11214,0,19221,3501,264,3005,521,45,47,42,41,0.36364,0.04651,0.03917,0.16521,-45,0,-1,192,1.78452,2.7273
284,2001,3,27,36047028400,11214,39,16345,2697,177,2616,409,27,38,38,38,0,0,0,0,12,1,1,126,0,0
284,2002,3,39,36047028400,11214,26,16334,2857,181,2687,449,39,25,31,31,0.44444,0,0.22222,0,-13,0,-1,132,0,0
284,2003,3,26,36047028400,11214,28,16266,2826,186,2721,457,26,26,29,29,-0.33333,0,0.03704,0,2,1,1,180,0,0
284,2004,3,28,36047028400,11214,34,16081,2715,193,2743,482,28,30,27,29,0.07692,0.03704,0.06268,0.01235,6,1,1,84,-0.66666,-1.99998
284,2005,3,34,36047028400,11214,23,15892,2598,193,2726,472,34,26,27,29,0.21429,-0.12821,-0.01404,-0.03039,-11,0,-1,174,-0.0303,1.90908
284,2006,3,23,36047028400,11214,30,15737,2620,194,2678,442,23,31,29,27,-0.32353,-0.11538,-0.01077,-0.06885,7,1,1,162,-0.23028,-0.6
284,2007,3,30,36047028400,11214,46,15258,2523,204,2618,429,30,43,33,31,0.30435,0.07143,0.06503,-0.05739,16,1,1,126,1.43634,3
284,2008,3,46,36047028400,11214,35,15731,2639,208,2631,451,46,36,36,33,0.53333,0.35294,0.17138,0.103,-11,0,-1,156,0.5931,-0.6207
284,2009,3,35,36047028400,11214,31,17855,2812,234,2811,434,35,33,37,33,-0.23913,0.52174,0.19952,0.31537,-4,0,-1,156,0.71904,-0.22224
284,2010,3,31,36047028400,11214,0,19221,3047,264,3005,464,31,45,38,37,-0.11429,0.03333,0.05997,0.30267,-31,0,-1,162,0.29046,1.71426
284,2001,4,26,36047028400,11214,31,16345,2524,177,2616,410,26,27,27,27,0,0,0,0,5,1,1,162,0,0
284,2002,4,31,36047028400,11214,34,16334,2631,181,2687,412,31,39,33,33,0.19231,0,0.09615,0,3,1,1,132,0,0
284,2003,4,34,36047028400,11214,28,16266,2771,186,2721,438,34,26,30,30,0.09677,0,0.09636,0,-6,0,-1,126,0,0
284,2004,4,28,36047028400,11214,34,16081,2740,193,2743,451,28,28,31,30,-0.17647,0.07692,0.03754,0.02564,6,1,1,198,0.44442,1.33332
284,2005,4,34,36047028400,11214,31,15892,2638,193,2726,488,34,34,29,30,0.21429,0.09677,0.04486,0.0579,-3,0,-1,114,0.17172,-0.81816
284,2006,4,31,36047028400,11214,25,15737,2542,194,2678,458,31,23,28,30,-0.08824,-0.08824,-0.01681,0.02849,-6,0,-1,162,0.74316,1.71426
284,2007,4,25,36047028400,11214,29,15258,2501,204,2618,454,25,30,29,28,-0.19355,-0.10714,-0.0225,-0.03287,4,1,1,150,-0.18612,-1.45452
284,2008,4,29,36047028400,11214,48,15731,2528,208,2631,424,29,46,33,32,0.16,-0.14706,-0.04059,-0.11415,19,1,1,132,0.40236,0.94734
284,2009,4,48,36047028400,11214,45,17855,2848,234,2811,466,48,35,37,33,0.65517,0.54839,0.20721,0.09806,-3,0,-1,156,-0.24312,-0.22224
284,2010,4,45,36047028400,11214,0,19221,2880,264,3005,455,45,31,37,33,-0.0625,0.8,0.25089,0.40044,-45,0,-1,150,0.24174,0
284,2001,5,31,36047028400,11214,26,16345,2611,177,2616,426,31,26,26,26,0,0,0,0,-5,0,-1,138,0,0
284,2002,5,26,36047028400,11214,33,16334,2512,181,2687,408,26,31,28,28,-0.16129,0,-0.08065,0,7,1,1,162,0,0
284,2003,5,33,36047028400,11214,34,16266,2586,186,2721,404,33,34,30,30,0.26923,0,0.03598,0,1,1,1,126,0,0
284,2004,5,34,36047028400,11214,28,16081,2713,193,2743,436,34,28,31,29,0.0303,0.09677,0.04608,0.03226,-6,0,-1,126,-0.17394,-0.52176
284,2005,5,28,36047028400,11214,32,15892,2714,193,2726,444,28,34,32,30,-0.17647,0.07692,0.04102,0.0579,4,1,1,180,0.0483,0.66666
284,2006,5,32,36047028400,11214,34,15737,2617,194,2678,479,32,31,31,31,0.14286,-0.0303,-0.0011,0.0478,2,1,1,114,-0.14214,-0.57144
284,2007,5,34,36047028400,11214,25,15258,2491,204,2618,464,34,25,30,30,0.0625,0,0.00963,0.01554,-9,0,-1,126,0.03174,0
284,2008,5,25,36047028400,11214,32,15731,2511,208,2631,449,25,29,28,29,-0.26471,-0.10714,-0.01978,-0.04582,7,1,1,132,-0.72378,-1.60002
284,2009,5,32,36047028400,11214,47,17855,2738,234,2811,442,32,48,34,33,0.28,0,0.02593,-0.03571,15,1,1,144,-0.00702,1.57896
284,2010,5,47,36047028400,11214,0,19221,2915,264,3005,463,47,45,40,35,0.46875,0.38235,0.16135,0.09174,-47,0,-1,150,0.37392,1.14288
282,2001,0,31,36047028200,11214,27,16345,2702,144,2616,465,31,0,0,0,0,0,0,0,-4,0,-1,60,0,0
176,2001,0,19,36047017600,11214,20,16345,2702,111,2616,465,19,0,0,0,0,0,0,0,1,1,1,60,0,0
176,2002,0,20,36047017600,11214,11,16334,2613,107,2687,480,20,0,0,0,0.05263,0,0.02632,0,-9,0,-1,54,0,0
282,2002,0,27,36047028200,11214,27,16334,2613,144,2687,480,27,0,0,0,-0.12903,0,-0.06452,0,0,0,0,54,0,0
282,2003,0,27,36047028200,11214,26,16266,2546,137,2721,434,27,0,0,0,0,0,-0.04301,0,-1,0,-1,96,0,0
176,2003,0,11,36047017600,11214,10,16266,2546,101,2721,434,11,0,0,0,-0.45,0,-0.13246,0,-1,0,-1,96,0,0
176,2004,0,10,36047017600,11214,7,16081,2606,86,2743,446,10,0,0,0,-0.09091,-0.47368,-0.16276,-0.15789,-3,0,-1,66,0.19998,0.6
282,2004,0,26,36047028200,11214,31,16081,2606,138,2743,446,26,0,0,0,-0.03704,-0.16129,-0.05536,-0.05376,5,1,1,66,0.19998,0.6
282,2005,0,31,36047028200,11214,20,15892,2615,160,2726,422,31,0,0,0,0.19231,0.14815,0.05176,-0.00438,-11,0,-1,72,0.86664,1.99998
176,2005,0,7,36047017600,11214,5,15892,2615,71,2726,422,7,0,0,0,-0.3,-0.65,-0.2803,-0.37456,-2,0,-1,72,0.86664,1.99998
176,2006,0,5,36047017600,11214,5,15737,2616,63,2678,401,5,0,0,0,-0.28571,-0.54545,-0.22554,-0.55638,0,0,0,48,-0.13332,-3
282,2006,0,20,36047028200,11214,27,15737,2616,164,2678,401,20,0,0,0,-0.35484,-0.25926,-0.06652,-0.0908,7,1,1,48,-0.13332,-3
282,2007,0,27,36047028200,11214,20,15258,2454,156,2618,413,27,0,0,0,0.35,0.03846,0.06249,-0.02422,-7,0,-1,78,0.0303,1.09092
176,2007,0,5,36047017600,11214,12,15258,2454,54,2618,413,5,0,0,0,0,-0.5,-0.19524,-0.56515,7,1,1,78,0.0303,1.09092
176,2008,0,12,36047017600,11214,10,15731,2796,47,2631,444,12,0,0,0,1.4,0.71429,0.37143,-0.11039,-2,0,-1,78,-0.46968,0.49998
282,2008,0,20,36047028200,11214,22,15731,2796,152,2631,444,20,0,0,0,-0.25926,-0.35484,-0.08803,-0.19188,2,1,1,78,-0.46968,0.49998
282,2009,0,22,36047028200,11214,25,17855,3070,159,2811,472,22,0,0,0,0.1,0.1,0.06358,-0.07213,3,1,1,120,3.53028,9
176,2009,0,10,36047017600,11214,24,17855,3070,51,2811,472,10,0,0,0,-0.16667,1,0.41111,0.40476,14,1,1,120,3.53028,9
176,2010,0,24,36047017600,11214,0,19221,3560,68,3005,588,24,0,0,0,1.4,3.8,0.87778,1.8381,-24,0,-1,78,3.16668,0
282,2010,0,25,36047028200,11214,0,19221,3560,172,3005,588,25,0,0,0,0.13636,-0.07407,-0.00763,-0.10964,-25,0,-1,78,3.16668,0
282,2001,1,22,36047028200,11214,36,16345,2934,144,2616,457,22,31,31,31,0,0,0,0,14,1,1,78,0,0
176,2001,1,24,36047017600,11214,14,16345,2934,111,2616,457,24,19,19,19,0,0,0,0,-10,0,-1,78,0,0
176,2002,1,14,36047017600,11214,17,16334,2841,107,2687,488,14,20,19,19,-0.41667,0,-0.20833,0,3,1,1,84,0,0
282,2002,1,36,36047028200,11214,30,16334,2841,144,2687,488,36,27,29,29,0.63636,0,0.31818,0,-6,0,-1,84,0,0
282,2003,1,30,36047028200,11214,25,16266,2716,137,2721,498,30,27,28,28,-0.16667,0,0.15657,0,-5,0,-1,78,0,0
176,2003,1,17,36047017600,11214,12,16266,2716,101,2721,498,17,11,16,16,0.21429,0,-0.06746,0,-5,0,-1,78,0,0
176,2004,1,12,36047017600,11214,9,16081,2667,86,2743,455,12,10,13,15,-0.29412,-0.5,-0.1655,-0.16667,-3,0,-1,90,0.30768,0.9231
282,2004,1,25,36047028200,11214,28,16081,2667,138,2743,455,25,26,26,27,-0.16667,0.13636,0.10101,0.04545,3,1,1,90,0.30768,0.9231
282,2005,1,28,36047028200,11214,33,15892,2676,160,2726,452,28,31,28,28,0.12,-0.22222,-0.07111,-0.02862,5,1,1,60,-0.26376,-1.71426
176,2005,1,9,36047017600,11214,8,15892,2676,71,2726,452,9,7,9,13,-0.25,-0.35714,-0.10994,-0.28571,-1,0,-1,60,-0.26376,-1.71426
176,2006,1,8,36047017600,11214,5,15737,2707,63,2678,461,8,5,7,10,-0.11111,-0.52941,-0.21841,-0.46218,-3,0,-1,66,-0.57144,-0.9231
282,2006,1,33,36047028200,11214,23,15737,2707,164,2678,461,33,20,25,26,0.17857,0.1,0.04397,0.00471,-10,0,-1,66,-0.57144,-0.9231
282,2007,1,23,36047028200,11214,33,15258,2639,156,2618,422,23,27,26,26,-0.30303,-0.08,-0.00149,-0.06741,10,1,1,60,-1.54578,-1.99998
176,2007,1,5,36047017600,11214,4,15258,2639,54,2618,422,5,5,5,7,-0.375,-0.58333,-0.24537,-0.48996,-1,0,-1,60,-1.54578,-1.99998
176,2008,1,4,36047017600,11214,16,15731,2630,47,2631,445,4,12,7,7,-0.2,-0.55556,-0.2287,-0.5561,12,1,1,102,0.42564,4.2
282,2008,1,33,36047028200,11214,23,15731,2630,152,2631,445,33,20,22,24,0.43478,0.17857,0.10344,0.06619,-10,0,-1,102,0.42564,4.2
282,2009,1,23,36047028200,11214,29,17855,3389,159,2811,520,23,22,23,24,-0.30303,-0.30303,-0.05709,-0.06815,6,1,1,66,0.73332,0
176,2009,1,16,36047017600,11214,10,17855,3389,51,2811,520,16,10,9,7,3,1,0.80833,-0.0463,-6,0,-1,66,0.73332,0
176,2010,1,10,36047017600,11214,0,19221,3318,68,3005,514,10,24,15,11,-0.375,1,0.80833,0.48148,-10,0,-1,96,2.59998,3.6
282,2010,1,29,36047028200,11214,0,19221,3318,172,3005,514,29,25,22,22,0.26087,0.26087,0.13087,0.04547,-29,0,-1,96,2.59998,3.6
282,2001,2,19,36047028200,11214,19,16345,2877,144,2616,449,19,22,22,22,0,0,0,0,0,0,0,84,0,0
176,2001,2,16,36047017600,11214,25,16345,2877,111,2616,449,16,24,24,24,0,0,0,0,9,1,1,84,0,0
176,2002,2,25,36047017600,11214,17,16334,2880,107,2687,450,25,14,19,19,0.5625,0,0.28125,0,-8,0,-1,78,0,0
282,2002,2,19,36047028200,11214,34,16334,2880,144,2687,450,19,36,29,29,0,0,0,0,15,1,1,78,0,0
282,2003,2,34,36047028200,11214,29,16266,2821,137,2721,490,34,30,29,29,0.78947,0,0.26316,0,-5,0,-1,120,0,0
176,2003,2,17,36047017600,11214,15,16266,2821,101,2721,490,17,17,18,18,-0.32,0,0.08083,0,-2,0,-1,120,0,0
176,2004,2,15,36047017600,11214,12,16081,2640,86,2743,473,15,12,14,16,-0.11765,-0.0625,0.04162,-0.02083,-3,0,-1,60,-0.57144,-1.71426
282,2004,2,29,36047028200,11214,33,16081,2640,138,2743,473,29,25,30,28,-0.14706,0.52632,0.21414,0.17544,4,1,1,60,-0.57144,-1.71426
282,2005,2,33,36047028200,11214,29,15892,2651,160,2726,448,33,28,27,28,0.13793,0.73684,0.26012,0.42105,-4,0,-1,78,-0.57144,0
176,2005,2,12,36047017600,11214,9,15892,2651,71,2726,448,12,9,12,15,-0.2,-0.52,-0.21255,-0.19417,-3,0,-1,78,-0.57144,0
176,2006,2,9,36047017600,11214,10,15737,2635,63,2678,437,9,8,9,12,-0.25,-0.47059,-0.18922,-0.35103,1,1,1,78,-1.2714,-2.1
282,2006,2,29,36047028200,11214,31,15737,2635,164,2678,437,29,33,28,30,-0.12121,-0.14706,-0.04345,0.37203,2,1,1,78,-1.2714,-2.1
282,2007,2,31,36047028200,11214,25,15258,2650,156,2618,436,31,23,28,27,0.06897,0.06897,0.02856,0.21958,-6,0,-1,60,-0.70002,0
176,2007,2,10,36047017600,11214,4,15258,2650,54,2618,436,10,5,7,10,0.11111,-0.33333,-0.11296,-0.44131,-6,0,-1,60,-0.70002,0
176,2008,2,4,36047017600,11214,5,15731,2627,47,2631,418,4,4,5,7,-0.6,-0.66667,-0.2463,-0.4902,1,1,1,66,-1.0077,-0.9231
282,2008,2,25,36047028200,11214,37,15731,2627,152,2631,418,25,33,29,28,-0.19355,-0.24242,-0.08193,-0.10684,12,1,1,66,-1.0077,-0.9231
282,2009,2,37,36047028200,11214,20,17855,2998,159,2811,477,37,23,26,28,0.48,0.27586,0.11847,0.03413,-17,0,-1,108,0.46152,2.30772
176,2009,2,5,36047017600,11214,13,17855,2998,51,2811,477,5,16,8,8,0.25,-0.44444,-0.07963,-0.48148,8,1,1,108,0.46152,2.30772
176,2010,2,13,36047017600,11214,0,19221,3501,68,3005,521,13,10,10,8,1.6,0.3,0.41667,-0.27037,-13,0,-1,54,0.26154,-0.6
282,2010,2,20,36047028200,11214,0,19221,3501,172,3005,521,20,29,28,28,-0.45946,-0.35484,-0.05767,-0.10713,-20,0,-1,54,0.26154,-0.6
282,2001,3,20,36047028200,11214,20,16345,2697,144,2616,409,20,19,19,19,0,0,0,0,0,0,0,54,0,0
176,2001,3,22,36047017600,11214,15,16345,2697,111,2616,409,22,16,16,16,0,0,0,0,-7,0,-1,54,0,0
176,2002,3,15,36047017600,11214,24,16334,2857,107,2687,449,15,25,20,20,-0.31818,0,-0.15909,0,9,1,1,72,0,0
282,2002,3,20,36047028200,11214,14,16334,2857,144,2687,449,20,19,19,19,0,0,0,0,-6,0,-1,72,0,0
282,2003,3,14,36047028200,11214,32,16266,2826,137,2721,457,14,34,24,24,-0.3,0,-0.1,0,18,1,1,90,0,0
176,2003,3,24,36047017600,11214,13,16266,2826,101,2721,457,24,17,19,19,0.6,0,0.09394,0,-11,0,-1,90,0,0
176,2004,3,13,36047017600,11214,14,16081,2715,86,2743,482,13,15,19,18,-0.45833,-0.40909,-0.05884,-0.13636,1,1,1,102,1.7778,5.33334
282,2004,3,32,36047028200,11214,23,16081,2715,138,2743,482,32,29,27,25,1.28571,0.6,0.32857,0.2,-9,0,-1,102,1.7778,5.33334
282,2005,3,23,36047028200,11214,27,15892,2598,160,2726,472,23,33,32,26,-0.28125,0.15,0.23482,0.25,4,1,1,48,1.11114,-1.99998
176,2005,3,14,36047017600,11214,14,15892,2598,71,2726,472,14,12,14,17,0.07692,-0.06667,0.07286,-0.15859,0,0,0,48,1.11114,-1.99998
176,2006,3,14,36047017600,11214,8,15737,2620,63,2678,442,14,9,12,15,0,-0.41667,-0.12714,-0.29747,-6,0,-1,78,0.84444,-0.79998
282,2006,3,27,36047028200,11214,27,15737,2620,164,2678,442,27,29,30,28,0.17391,0.92857,0.39279,0.55952,0,0,0,78,0.84444,-0.79998
282,2007,3,27,36047028200,11214,29,15258,2523,156,2618,429,27,31,31,31,0,-0.15625,-0.03578,0.30744,2,1,1,72,-1.52154,-1.76472
176,2007,3,8,36047017600,11214,9,15258,2523,54,2618,429,8,10,10,12,-0.42857,-0.38462,-0.11722,-0.28932,1,1,1,72,-1.52154,-1.76472
176,2008,3,9,36047017600,11214,6,15731,2639,47,2631,451,9,4,7,10,0.125,-0.35714,-0.10119,-0.38614,-3,0,-1,66,-0.10488,2.25
282,2008,3,29,36047028200,11214,30,15731,2639,152,2631,451,29,25,28,29,0.07407,0.26087,0.08266,0.3444,1,1,1,66,-0.10488,2.25
282,2009,3,30,36047028200,11214,36,17855,2812,159,2811,434,30,37,31,31,0.03448,0.11111,0.03619,0.07191,6,1,1,78,0.16176,0
176,2009,3,6,36047017600,11214,6,17855,2812,51,2811,434,6,5,6,8,-0.33333,-0.57143,-0.2123,-0.43773,0,0,0,78,0.16176,0
176,2010,3,6,36047017600,11214,0,19221,3047,68,3005,464,6,13,7,8,0,-0.25,-0.06944,-0.39286,-6,0,-1,96,1.41666,1.99998
282,2010,3,36,36047028200,11214,0,19221,3047,172,3005,464,36,20,27,28,0.2,0.33333,0.10285,0.2351,-36,0,-1,96,1.41666,1.99998
282,2001,4,27,36047028200,11214,17,16345,2524,144,2616,410,27,20,20,20,0,0,0,0,-10,0,-1,66,0,0
176,2001,4,15,36047017600,11214,19,16345,2524,111,2616,410,15,22,22,22,0,0,0,0,4,1,1,66,0,0
176,2002,4,19,36047017600,11214,17,16334,2631,107,2687,412,19,15,18,18,0.26667,0,0.13333,0,-2,0,-1,42,0,0
282,2002,4,17,36047028200,11214,17,16334,2631,144,2687,412,17,20,20,20,-0.37037,0,-0.18519,0,0,0,0,42,0,0
282,2003,4,17,36047028200,11214,10,16266,2771,137,2721,438,17,14,18,18,0,0,-0.12346,0,-7,0,-1,78,0,0
176,2003,4,17,36047017600,11214,19,16266,2771,101,2721,438,17,24,20,20,-0.10526,0,0.0538,0,2,1,1,78,0,0
176,2004,4,19,36047017600,11214,14,16081,2740,86,2743,451,19,13,17,18,0.11765,0.26667,0.09302,0.08889,-5,0,-1,60,-0.1818,-0.54546
282,2004,4,10,36047028200,11214,34,16081,2740,138,2743,451,10,32,22,21,-0.41176,-0.62963,-0.26071,-0.20988,24,1,1,60,-0.1818,-0.54546
282,2005,4,34,36047028200,11214,24,15892,2638,160,2726,488,34,23,23,21,2.4,1,0.66275,0.12346,-10,0,-1,96,2.38962,7.71426
176,2005,4,14,36047017600,11214,14,15892,2638,71,2726,488,14,14,17,17,-0.26316,-0.26316,-0.08359,0.00117,0,0,0,96,2.38962,7.71426
176,2006,4,14,36047017600,11214,14,15737,2542,63,2678,458,14,14,13,16,0,-0.17647,-0.0485,-0.05765,0,0,0,48,1.62036,-2.30772
282,2006,4,24,36047028200,11214,24,15737,2542,164,2678,458,24,27,27,23,-0.29412,0.41176,0.56471,0.26071,0,0,0,48,1.62036,-2.30772
282,2007,4,24,36047028200,11214,23,15258,2501,156,2618,454,24,27,25,24,0,1.4,0.70196,0.93725,-1,0,-1,84,2.6022,2.4
176,2007,4,14,36047017600,11214,6,15258,2501,54,2618,454,14,8,12,14,0,-0.26316,-0.08772,-0.23426,-8,0,-1,84,2.6022,2.4
176,2008,4,6,36047017600,11214,8,15731,2528,47,2631,424,6,9,10,11,-0.57143,-0.57143,-0.19048,-0.33702,2,1,1,78,-0.34422,-1.125
282,2008,4,23,36047028200,11214,26,15731,2528,152,2631,424,23,29,27,27,-0.04167,-0.32353,-0.11193,0.49608,3,1,1,78,-0.34422,-1.125
282,2009,4,26,36047028200,11214,29,17855,2848,159,2811,466,26,30,28,27,0.13043,0.08333,0.02959,0.3866,3,1,1,78,1.67502,3.75
176,2009,4,8,36047017600,11214,7,17855,2848,51,2811,466,8,6,7,10,0.33333,-0.42857,-0.07937,-0.42105,-1,0,-1,78,1.67502,3.75
176,2010,4,7,36047017600,11214,0,19221,2880,68,3005,455,7,6,7,8,-0.125,-0.5,-0.12103,-0.5,-7,0,-1,84,0.87498,0
282,2010,4,29,36047028200,11214,0,19221,2880,172,3005,455,29,36,31,29,0.11538,0.20833,0.06805,-0.01062,-29,0,-1,84,0.87498,0
282,2001,5,25,36047028200,11214,25,16345,2611,144,2616,426,25,27,27,27,0,0,0,0,0,0,0,48,0,0
176,2001,5,15,36047017600,11214,14,16345,2611,111,2616,426,15,15,15,15,0,0,0,0,-1,0,-1,48,0,0
176,2002,5,14,36047017600,11214,15,16334,2512,107,2687,408,14,19,17,17,-0.06667,0,-0.03333,0,1,1,1,66,0,0
282,2002,5,25,36047028200,11214,15,16334,2512,144,2687,408,25,17,22,22,0,0,0,0,-10,0,-1,66,0,0
282,2003,5,15,36047028200,11214,16,16266,2586,137,2721,404,15,17,20,20,-0.4,0,-0.13333,0,1,1,1,42,0,0
176,2003,5,15,36047017600,11214,17,16266,2586,101,2721,404,15,17,17,17,0.07143,0,0.00159,0,2,1,1,42,0,0
176,2004,5,17,36047017600,11214,15,16081,2713,86,2743,436,17,19,18,17,0.13333,0.13333,0.04603,0.04444,-2,0,-1,66,0.75,2.25
282,2004,5,16,36047028200,11214,11,16081,2713,138,2743,436,16,10,14,17,0.06667,-0.36,-0.11111,-0.12,-5,0,-1,66,0.75,2.25
282,2005,5,11,36047028200,11214,31,15892,2714,160,2726,444,11,34,20,21,-0.3125,-0.56,-0.21528,-0.30667,20,1,1,60,0.5682,-0.54546
176,2005,5,15,36047017600,11214,13,15892,2714,71,2726,444,15,14,16,16,-0.11765,0.07143,0.02904,0.06825,-2,0,-1,60,0.5682,-0.54546
176,2006,5,13,36047017600,11214,12,15737,2617,63,2678,479,13,14,15,16,-0.13333,-0.13333,-0.03922,0.02381,-1,0,-1,72,1.99674,4.28574
282,2006,5,31,36047028200,11214,24,15737,2617,164,2678,479,31,24,22,20,1.81818,1.06667,0.52412,0.04889,-7,0,-1,72,1.99674,4.28574
282,2007,5,24,36047028200,11214,22,15258,2491,156,2618,464,24,24,27,21,-0.22581,0.5,0.42663,0.33556,-2,0,-1,60,1.06494,-0.54546
176,2007,5,12,36047017600,11214,12,15258,2491,54,2618,464,12,14,14,15,-0.07692,-0.29412,-0.1093,-0.11867,0,0,0,60,1.06494,-0.54546
176,2008,5,12,36047017600,11214,6,15731,2511,47,2631,449,12,6,11,13,0,-0.2,-0.07009,-0.20915,-6,0,-1,90,2.24676,3
282,2008,5,22,36047028200,11214,21,15731,2511,152,2631,449,22,23,23,23,-0.08333,1,0.50301,0.85556,-1,0,-1,90,2.24676,3
282,2009,5,21,36047028200,11214,33,17855,2738,159,2811,442,21,26,24,26,-0.04545,-0.32258,-0.1182,0.39247,12,1,1,60,0.48486,-1.00002
176,2009,5,6,36047017600,11214,8,17855,2738,51,2811,442,6,8,9,11,-0.5,-0.53846,-0.19231,-0.34419,2,1,1,60,0.48486,-1.00002
176,2010,5,8,36047017600,11214,0,19221,2915,68,3005,463,8,7,7,9,0.33333,-0.33333,-0.05556,-0.35727,-8,0,-1,72,1.06668,1.2
282,2010,5,33,36047028200,11214,0,19221,2915,172,3005,463,33,29,26,25,0.57143,0.375,0.14755,0.35081,-33,0,-1,72,1.06668,1.2
278,2001,0,20,36047027800,11214,29,16345,2702,135,2616,465,20,0,0,0,0,0,0,0,9,1,1,192,0,0
278,2002,0,29,36047027800,11214,22,16334,2613,147,2687,480,29,0,0,0,0.45,0,0.225,0,-7,0,-1,180,0,0
278,2003,0,22,36047027800,11214,25,16266,2546,141,2721,434,22,0,0,0,-0.24138,0,0.06954,0,3,1,1,192,0,0
278,2004,0,25,36047027800,11214,13,16081,2606,143,2743,446,25,0,0,0,0.13636,0.25,0.11499,0.08333,-12,0,-1,228,0.375,1.125
278,2005,0,13,36047027800,11214,19,15892,2615,144,2726,422,13,0,0,0,-0.48,-0.55172,-0.19501,-0.10057,6,1,1,222,0.84168,1.39998
278,2006,0,19,36047027800,11214,26,15737,2616,138,2678,401,19,0,0,0,0.46154,-0.13636,0.0393,-0.14603,7,1,1,198,0.90414,0.1875
278,2007,0,26,36047027800,11214,35,15258,2454,136,2618,413,26,0,0,0,0.36842,0.04,0.11665,-0.21603,9,1,1,204,0.31866,-0.63156
278,2008,0,35,36047027800,11214,32,15731,2796,160,2631,444,35,0,0,0,0.34615,1.69231,0.39204,0.53198,-3,0,-1,228,-0.09396,0.16218
278,2009,0,32,36047027800,11214,46,17855,3070,173,2811,472,32,0,0,0,-0.08571,0.68421,0.20962,0.80551,14,1,1,240,0.26778,1.27272
278,2010,0,46,36047027800,11214,0,19221,3560,187,3005,588,46,0,0,0,0.4375,0.76923,0.23265,1.04858,-46,0,-1,294,1.36062,2.64708
278,2001,1,24,36047027800,11214,20,16345,2934,135,2616,457,24,20,20,20,0,0,0,0,-4,0,-1,138,0,0
278,2002,1,20,36047027800,11214,29,16334,2841,147,2687,488,20,29,24,24,-0.16667,0,-0.08333,0,9,1,1,180,0,0
278,2003,1,29,36047027800,11214,23,16266,2716,141,2721,498,29,22,23,23,0.45,0,0.09444,0,-6,0,-1,210,0,0
278,2004,1,23,36047027800,11214,27,16081,2667,143,2743,455,23,25,25,24,-0.2069,-0.04167,0.02548,-0.01389,4,1,1,210,1.04346,3.13044
